CIDADES;jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
CARLOS GOMES;0;0;0;0;0;0;0;0;0;0;0;0
CASCA;0;0;0;0;0;0;0;0;0;0;0;0
CASEIROS;0;0;0;1;0;0;0;0;0;0;0;0
CATUIPE;0;2;0;0;0;0;0;0;0;0;0;0
CAXIAS DO SUL;4;0;2;0;2;5;3;5;5;4;3;4
CENTENARIO;0;0;0;0;0;0;0;0;0;0;0;0
CERRITO;0;0;0;0;0;0;0;0;0;0;0;0
CERRO BRANCO;0;0;0;0;0;0;0;0;0;0;0;0
CERRO GRANDE;0;0;0;0;1;0;0;0;0;0;0;0
CERRO GRANDE DO SUL;0;0;0;0;0;0;0;0;0;0;0;1
CERRO LARGO;0;0;1;0;0;0;0;0;0;0;0;0
CHAPADA;0;0;0;0;0;0;0;0;0;0;0;0
CHARQUEADAS;0;0;0;0;0;0;0;0;0;0;1;0
CHARRUA;0;0;0;0;0;0;0;0;0;0;0;0
CHIAPETTA;0;0;0;0;0;0;0;0;0;0;0;0
CHUI;0;0;0;0;0;0;0;0;0;0;0;0
CHUVISCA;0;0;0;0;0;0;0;0;0;0;0;0
CIDREIRA;1;1;2;0;0;1;0;0;0;0;3;0
CIRIACO;0;0;0;0;0;0;0;0;0;0;0;2
COLINAS;0;0;0;0;0;0;0;0;0;0;0;0
COLORADO;0;0;0;0;0;0;0;0;0;0;0;0
CONDOR;0;0;0;0;0;0;0;1;0;0;0;0
CONSTANTINA;0;0;0;0;0;0;0;1;0;0;0;0
COQUEIRO BAIXO;0;0;0;0;0;0;0;0;0;0;0;0
COQUEIROS DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
CORONEL BARROS;0;0;0;0;0;0;0;0;0;0;0;0
CORONEL BICACO;0;0;0;0;0;0;0;1;0;0;0;0
CORONEL PILAR;0;0;0;1;0;0;0;0;0;0;0;0
COTIPORA;0;0;0;0;0;0;0;0;0;0;0;0
COXILHA;0;1;0;1;0;0;0;0;0;0;0;0
CRISSIUMAL;0;0;0;0;0;0;0;0;0;0;0;0
CRISTAL;0;0;0;0;0;0;0;1;0;0;0;0
CRISTAL DO SUL;1;0;0;0;0;1;0;0;0;0;0;0
CRUZ ALTA;2;1;0;0;3;1;1;0;1;1;2;0
CRUZALTENSE;0;0;0;0;0;0;0;0;0;0;0;0
CRUZEIRO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
DAVID CANABARRO;0;0;0;0;0;0;0;0;1;0;0;0
DERRUBADAS;0;0;0;0;0;0;0;0;0;0;0;0
DEZESSEIS DE NOVEMBRO;0;0;0;0;0;0;0;0;0;0;0;0
DILERMANDO DE AGUIAR;0;0;0;0;0;0;0;0;0;0;0;0
DOIS IRMAOS;0;0;0;0;0;0;0;0;0;1;1;0
DOIS IRMAOS DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0
DOIS LAJEADOS;0;0;0;0;0;0;0;0;0;0;0;0
DOM FELICIANO;2;0;1;1;0;0;0;0;0;1;0;0
DOM PEDRITO;2;0;0;0;1;1;0;0;1;0;0;2
DOM PEDRO DE ALCANTARA;0;0;0;0;0;0;0;0;0;0;0;0
DONA FRANCISCA;0;0;0;0;0;0;0;0;0;0;0;0
DOUTOR RICARDO;0;0;0;0;0;0;0;0;0;0;0;0
DR MAURICIO CARDOSO;0;0;2;0;0;0;1;1;0;0;0;0
ELDORADO DO SUL;0;2;0;0;1;1;1;2;0;0;0;0
ENCANTADO;0;0;0;0;0;0;0;1;0;0;0;2
ENCRUZILHADA DO SUL;0;3;0;0;1;0;1;0;1;1;0;0
ENGENHO VELHO;0;0;0;0;0;0;0;0;0;0;0;0
ENTRE IJUIS;0;0;0;0;0;2;0;0;0;0;0;0
ENTRE RIOS DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
EREBANGO;0;0;0;0;0;0;0;0;0;0;0;0
ERECHIM;1;2;1;3;2;1;2;1;1;0;0;0
ERNESTINA;0;0;0;0;0;0;1;1;0;0;0;0
ERVAL GRANDE;0;0;0;0;0;0;0;0;0;0;0;0
ERVAL SECO;0;0;0;0;0;0;0;0;0;0;3;0
ESMERALDA;1;0;0;0;0;0;0;0;0;0;0;0
ESPERANCA DO SUL;0;0;0;0;0;0;0;0;2;0;2;0
ESPUMOSO;0;0;0;1;0;0;0;0;0;0;0;0
ESTACAO;0;0;0;0;0;0;0;0;0;0;0;0
ESTANCIA VELHA;0;0;0;0;2;1;1;2;1;2;1;1
ESTEIO;2;1;2;0;0;1;3;1;2;1;1;0
ESTRELA;3;0;0;0;0;0;0;0;0;0;0;0
ESTRELA VELHA;0;0;0;0;0;0;0;0;0;0;0;0
EUGENIO DE CASTRO;0;0;0;0;0;0;0;0;0;0;0;0
FAGUNDES VARELA;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA;1;0;0;0;0;0;0;0;0;0;0;0
FAXINAL DO SOTURNO;0;0;0;0;0;0;0;0;0;0;0;0
FAXINALZINHO;0;0;0;0;0;0;0;0;1;0;1;0
FAZENDA VILA NOVA;0;0;0;0;0;0;0;0;0;0;0;0
FELIZ;0;0;0;0;0;0;0;0;0;0;0;0
FLORES DA CUNHA;0;2;0;0;2;1;1;0;1;0;0;1
FLORIANO PEIXOTO;0;0;0;0;0;1;0;0;0;0;1;0
FONTOURA XAVIER;0;0;0;0;0;0;0;0;2;0;0;0
FORMIGUEIRO;0;0;0;0;0;1;0;0;0;0;0;0
FORQUETINHA;0;0;0;0;0;0;0;0;0;0;0;0
FORTALEZA DOS VALOS;0;0;0;0;0;0;0;0;1;0;0;0
FREDERICO WESTPHALEN;0;0;0;1;1;0;1;2;1;1;1;0
GARIBALDI;2;0;1;0;0;0;0;1;0;0;0;0
GARRUCHOS;0;0;0;0;0;0;0;0;0;0;0;0
GAURAMA;0;0;0;0;0;0;0;0;0;1;1;0
GENERAL CAMARA;0;0;0;0;0;1;0;0;0;0;0;1
GENTIL;0;0;0;0;0;0;0;0;0;0;0;0
GETULIO VARGAS;0;0;0;0;0;1;0;0;0;0;0;0
GIRUA;0;0;0;0;0;0;0;1;1;0;0;0
GLORINHA;0;0;1;0;0;0;0;0;0;1;1;0
GRAMADO;0;0;0;0;1;0;0;0;0;1;0;1
GRAMADO DOS LOUREIROS;0;0;0;0;0;0;0;0;0;0;0;0
GRAMADO XAVIER;0;0;0;0;0;0;0;0;0;0;0;0
GRAVATAI;2;4;6;4;5;4;4;5;5;5;5;5
GUABIJU;0;0;0;0;0;0;0;0;0;0;0;0
GUAIBA;3;3;2;0;1;2;1;2;2;1;3;1
GUAPORE;0;0;0;0;0;0;0;0;0;0;0;0
GUARANI DAS MISSOES;0;0;0;0;0;2;0;0;0;0;0;0
HARMONIA;0;0;0;0;0;0;0;0;0;0;1;0
HERVAL;0;0;0;0;0;0;0;0;0;0;1;0
HERVEIRAS;0;0;0;0;1;0;0;0;0;1;0;0
HORIZONTINA;0;1;0;0;0;2;1;0;0;1;0;0
HULHA NEGRA;0;0;0;0;0;0;0;0;0;0;0;0
HUMAITA;0;0;0;0;0;0;0;0;0;0;0;0
IBARAMA;0;0;0;0;0;0;0;0;0;0;0;0
IBIACA;0;0;0;0;0;0;0;0;0;0;0;0
IBIRAIARAS;0;0;0;0;0;0;0;0;0;0;0;0
IBIRAPUITA;0;0;0;0;0;0;0;0;0;0;0;0
IBIRUBA;2;0;0;0;0;0;0;0;0;1;0;0
IGREJINHA;0;0;0;0;0;1;0;0;0;0;4;0
IJUI;0;2;0;1;0;0;1;0;3;0;5;1
ILOPOLIS;0;0;0;0;0;0;0;0;0;0;0;0
IMBE;0;0;0;0;0;0;0;0;0;1;0;0
IMIGRANTE;0;0;0;0;0;0;0;0;0;0;0;0
INDEPENDENCIA;0;0;0;0;0;0;0;0;0;0;0;0
INHACORA;0;0;0;0;0;0;0;2;0;0;0;0
IPE;0;0;0;0;0;0;0;0;0;0;0;0
IPIRANGA DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
IRAI;1;0;0;0;0;0;0;1;0;0;0;0
ITAARA;0;0;0;0;0;0;0;0;0;0;0;0
ITACURUBI;0;0;0;0;0;0;0;0;0;0;0;0
ITAPUCA;0;0;0;1;0;0;0;0;0;0;0;0
ITAQUI;0;0;0;0;0;0;1;1;0;2;1;2
ITATI;0;0;0;0;0;0;0;0;0;0;0;1
ITATIBA DO SUL;1;0;0;0;0;0;0;0;0;0;0;0
IVORA;0;0;0;2;0;0;0;0;0;0;0;0
IVOTI;0;0;0;0;0;0;0;0;0;0;0;0
JABOTICABA;1;0;1;0;0;0;0;0;0;0;0;0
JACUIZINHO;0;0;0;0;0;0;0;0;0;0;0;0
JACUTINGA;0;0;0;0;0;0;0;0;0;0;0;0
JAGUARAO;0;2;0;0;0;0;0;0;0;0;0;0
JAGUARI;0;0;0;0;0;0;0;0;0;0;0;0
JAQUIRANA;0;0;0;0;0;0;0;0;0;0;0;0
JARI;0;0;0;0;0;0;0;0;0;0;0;0
JOIA;0;0;1;0;0;0;0;0;0;0;0;1
JULIO DE CASTILHOS;0;1;1;0;0;0;1;0;1;0;0;0
LAGOA BONITA DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
LAGOA DOS TRES CANTOS;0;0;0;0;0;0;0;0;0;0;0;0
LAGOA VERMELHA;0;1;0;0;0;0;0;0;0;0;0;0
LAGOAO;0;0;0;0;0;0;0;0;0;0;0;0
LAJEADO;2;0;1;1;2;1;0;1;1;1;0;1
LAJEADO DO BUGRE;0;0;1;0;0;0;0;0;0;0;0;0
LAVRAS DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
LIBERATO SALZANO;0;0;0;0;0;0;0;0;0;0;0;0
LINDOLFO COLLOR;0;0;0;0;0;0;0;0;0;0;0;0
LINHA NOVA;2;0;0;0;0;0;0;0;0;0;0;0
MACAMBARA;0;0;0;0;0;0;0;0;0;0;0;0
MACHADINHO;0;0;0;0;0;0;0;0;0;0;0;0
MAMPITUBA;0;0;0;0;0;0;0;0;1;0;0;0
MANOEL VIANA;0;0;0;0;0;0;0;0;0;0;0;0
MAQUINE;0;0;0;0;0;0;0;0;0;0;0;0
MARATA;0;0;0;0;0;0;0;0;0;0;0;0
MARAU;1;0;0;0;0;0;0;1;0;0;2;0
MARCELINO RAMOS;0;0;0;0;0;0;0;0;0;0;0;0
MARIANA PIMENTEL;0;0;0;0;0;0;0;0;0;0;0;0
MARIANO MORO;0;0;0;0;0;0;0;0;0;0;0;0
MARQUES DE SOUZA;0;0;0;0;1;0;0;0;0;0;0;0
MATA;0;0;0;0;0;0;0;0;0;0;0;0
MATO CASTELHANO;0;0;0;0;0;0;0;0;0;0;0;0
MATO LEITAO;0;0;0;0;0;0;0;0;0;0;0;0
MATO QUEIMADO;0;0;0;0;0;0;0;0;0;0;0;0
MAXIMILIANO DE ALMEIDA;0;0;0;0;0;0;0;0;0;0;0;0
MINAS DO LEAO;0;1;0;0;0;0;1;0;0;0;0;0
MIRAGUAI;0;0;0;0;0;0;1;0;0;0;0;0
MONTAURI;0;0;0;0;0;0;0;0;0;0;0;0
MONTE ALEGRE DOS CAMPOS;0;0;0;0;1;0;0;0;0;0;0;0
MONTE BELO DO SUL;0;1;0;0;0;0;0;0;0;0;0;0
MONTENEGRO;0;0;0;1;0;0;0;1;0;2;0;0
MORMACO;0;0;0;0;0;0;0;0;0;0;0;0
MORRINHOS DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
MORRO REDONDO;0;0;0;0;0;0;0;0;0;0;0;1
MORRO REUTER;0;0;0;0;0;0;0;0;1;0;0;0
MOSTARDAS;0;0;0;0;0;0;0;0;1;0;0;0
MUCUM;0;0;0;0;0;0;0;0;0;0;0;0
MUITOS CAPOES;0;0;0;0;0;0;0;0;0;0;0;0
MULITERNO;0;0;0;0;0;0;0;0;0;0;0;0
NAO-ME-TOQUE;1;1;0;0;0;0;0;1;0;1;0;0
NICOLAU VERGUEIRO;0;0;0;0;0;0;0;0;0;0;0;0
NONOAI;0;0;0;1;0;1;0;0;0;0;3;0
NOVA ALVORADA;1;0;0;0;0;0;0;0;0;2;0;0
NOVA ARACA;0;0;0;0;0;0;0;0;0;0;1;0
NOVA BASSANO;0;0;0;0;0;0;0;0;0;0;0;0
NOVA BOA VISTA;0;0;0;0;0;0;0;0;0;0;0;0
NOVA BRESCIA;0;0;0;2;0;0;0;0;0;0;0;0
NOVA CANDELARIA;0;0;0;0;0;0;0;0;0;0;0;0
NOVA ESPERANCA DO SUL;0;0;0;0;0;0;0;0;0;1;0;0
NOVA HARTZ;0;0;2;0;0;1;0;0;0;0;0;0
NOVA PADUA;0;0;0;0;0;0;0;0;0;0;0;0
NOVA PALMA;0;0;1;0;0;0;0;0;1;1;1;0
NOVA PETROPOLIS;0;0;1;0;0;1;0;0;0;1;0;0
NOVA PRATA;0;0;0;0;0;0;0;1;0;0;0;0
NOVA RAMADA;0;0;0;0;0;0;0;0;0;0;0;0
NOVA ROMA DO SUL;0;0;0;0;0;0;0;0;0;1;0;0
NOVA SANTA RITA;0;0;1;0;0;1;1;1;1;0;0;0
NOVO BARREIRO;0;0;0;0;0;0;0;0;0;0;0;0
NOVO CABRAIS;0;0;0;0;0;0;0;0;0;0;0;0
NOVO HAMBURGO;4;2;2;2;1;5;3;6;10;3;11;4
NOVO MACHADO;0;0;0;0;0;0;0;0;0;0;0;0
NOVO TIRADENTES;0;0;0;0;0;0;0;0;0;0;0;0
NOVO XINGU;0;0;0;0;0;0;0;0;0;0;0;0
OSORIO;1;0;0;1;0;0;0;0;1;1;0;0
PAIM FILHO;0;0;0;0;0;0;0;0;0;0;0;0
PALMARES DO SUL;3;0;0;0;0;0;0;0;0;0;0;0
PALMEIRA DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0
PALMITINHO;0;0;0;0;0;0;0;0;0;0;0;0
PANAMBI;0;0;0;1;0;0;0;0;0;0;0;1
PANTANO GRANDE;0;1;0;0;0;0;0;0;1;0;0;1
PARAI;0;0;0;0;0;0;0;0;0;0;0;0
PARAISO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
PARECI NOVO;0;0;0;0;0;0;0;1;0;0;0;0
PAROBE;1;1;0;0;0;1;0;3;0;0;0;0
PASSA SETE;0;0;0;0;0;0;0;0;0;0;0;0
PASSO DO SOBRADO;0;0;0;0;0;0;0;0;0;0;0;1
PASSO FUNDO;5;5;3;4;3;0;2;2;3;1;2;5
PAULO BENTO;0;0;0;0;0;0;0;1;0;0;0;0
PAVERAMA;0;0;0;0;0;0;0;0;0;0;0;0
PEDRAS ALTAS;0;0;0;0;0;0;0;0;0;0;0;0
PEDRO OSORIO;0;0;0;0;0;0;0;0;0;0;0;0
PEJUCARA;0;0;0;0;0;0;0;0;0;0;0;0
PELOTAS;2;4;3;1;3;4;3;6;5;2;6;4
PICADA CAFE;0;0;0;0;0;0;0;0;0;0;0;0
PINHAL;0;0;0;0;0;0;0;0;0;0;0;0
PINHAL DA SERRA;0;0;0;0;0;0;0;0;0;0;0;0
PINHAL GRANDE;0;0;0;0;0;0;0;0;0;0;0;0
PINHEIRINHO DO VALE;1;0;0;0;0;0;0;0;1;1;0;0
PINHEIRO MACHADO;0;0;0;0;1;0;0;1;0;0;0;0
PINTO BANDEIRA;1;0;0;0;0;0;0;0;0;0;0;0
PIRAPO;0;0;0;0;0;0;0;0;0;0;0;0
PIRATINI;2;0;0;0;0;0;0;0;0;0;0;0
PLANALTO;0;0;1;0;0;0;0;0;0;0;0;1
POCO DAS ANTAS;0;0;0;0;0;0;0;0;0;0;0;0
PONTAO;0;0;0;0;0;0;0;0;0;0;1;0
PONTE PRETA;0;0;0;0;0;0;0;0;0;0;0;0
PORTAO;1;3;0;1;2;0;0;0;0;0;0;0
PORTO ALEGRE;39;22;25;17;16;13;18;16;25;28;9;19
PORTO LUCENA;1;0;0;0;0;0;0;0;1;0;0;0
PORTO MAUA;0;0;0;0;0;0;0;0;0;0;0;0
PORTO VERA CRUZ;0;0;0;0;0;0;0;0;0;0;0;0
PORTO XAVIER;0;0;0;0;0;0;0;0;1;0;0;0
POUSO NOVO;0;1;0;0;0;0;0;0;0;0;0;0
PRESIDENTE LUCENA;0;0;0;0;0;0;0;0;0;0;0;0
PROGRESSO;0;0;0;0;0;0;0;0;0;1;0;0
PROTASIO ALVES;0;0;0;0;0;0;0;0;0;0;0;0
PUTINGA;0;0;0;0;0;0;0;0;0;0;0;0
QUARAI;0;1;0;0;0;0;0;1;0;0;0;0
QUATRO IRMAOS;0;0;0;0;0;0;0;0;0;0;0;0
QUEVEDOS;0;0;0;0;0;0;0;0;0;0;0;0
QUINZE DE NOVEMBRO;0;0;0;0;0;0;0;0;0;0;0;0
REDENTORA;0;0;0;0;0;0;0;0;0;0;0;0
RELVADO;0;0;0;0;0;0;0;0;0;0;0;0
RESTINGA SECA;0;0;0;0;0;0;0;0;0;0;0;0
RIO DOS INDIOS;0;0;0;0;0;0;0;0;0;0;0;0
RIO GRANDE;2;2;1;0;3;2;0;3;2;2;1;2
RIO PARDO;0;0;1;0;0;0;0;0;2;0;0;0
RIOZINHO;0;0;0;0;0;0;0;0;0;0;0;0
ROCA SALES;0;0;0;0;0;0;0;3;0;0;0;0
RODEIO BONITO;0;0;0;0;0;0;1;0;0;0;0;0
ROLADOR;0;0;0;0;0;0;0;0;0;0;0;0
ROLANTE;1;0;0;0;0;0;0;2;0;0;0;0
RONDA ALTA;0;0;0;0;0;0;0;0;0;0;0;0
RONDINHA;0;0;0;0;0;0;0;2;0;0;1;0
ROQUE GONZALES;0;0;0;0;0;1;0;0;0;0;0;0
ROSARIO DO SUL;1;0;0;0;0;0;1;0;0;0;1;0
SAGRADA FAMILIA;0;0;0;0;0;0;0;0;0;0;0;0
SALDANHA MARINHO;0;0;0;0;0;0;0;0;0;0;0;0
SALTO DO JACUI;0;0;0;0;0;0;1;0;1;0;0;0
SALVADOR DAS MISSOES;1;0;0;0;0;0;0;0;0;0;1;0
SALVADOR DO SUL;0;0;0;0;0;0;1;0;0;0;0;0
SANANDUVA;0;0;0;0;0;0;0;0;0;0;0;0
SANTA BARBARA DO SUL;0;0;0;0;0;0;0;1;1;0;2;0
SANTA CECILIA DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SANTA CLARA DO SUL;1;0;0;0;1;1;0;0;0;0;0;0
SANTA CRUZ DO SUL;3;2;1;2;0;2;1;0;4;3;1;3
SANTA MARGARIDA DO SUL;0;0;0;0;0;0;0;0;0;1;0;0
SANTA MARIA;5;6;0;3;2;8;7;8;4;8;8;6
SANTA MARIA DO HERVAL;0;0;0;0;0;0;2;1;3;0;0;0
SANTA ROSA;0;2;2;0;0;0;0;1;2;2;0;1
SANTA TEREZA;0;0;0;0;0;0;0;0;0;0;0;0
SANTA VITORIA DO PALMAR;0;0;0;0;1;0;0;0;2;0;0;0
SANTANA DA BOA VISTA;0;0;0;0;0;0;0;0;0;1;0;0
SANTANA DO LIVRAMENTO;2;1;0;0;0;0;1;0;1;2;0;2
SANTIAGO;1;0;1;0;1;0;0;0;0;0;0;0
SANTO ANGELO;2;1;0;2;0;2;1;5;0;1;2;1
SANTO ANTONIO DA PATRULHA;0;1;0;0;0;0;1;3;0;1;0;1
SANTO ANTONIO DAS MISSOES;0;0;0;1;1;0;0;0;0;0;0;0
SANTO ANTONIO DO PALMA;0;0;0;0;0;0;0;0;0;0;0;0
SANTO ANTONIO DO PLANALTO;0;0;0;0;0;0;0;0;0;0;0;0
SANTO AUGUSTO;0;0;0;0;1;0;0;0;0;0;0;0
SANTO CRISTO;0;0;0;0;0;0;0;1;0;0;0;0
SANTO EXPEDITO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SAO BORJA;2;1;0;1;0;0;1;1;0;0;1;1
SAO DOMINGOS DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SAO FRANCISCO DE ASSIS;0;0;1;0;1;0;0;0;0;0;0;0
SAO FRANCISCO DE PAULA;0;0;0;0;0;0;1;0;0;0;0;0
SAO GABRIEL;0;0;0;0;1;0;0;0;0;0;0;0
SAO JERONIMO;0;0;0;0;1;0;0;0;0;0;1;0
SAO JOAO DA URTIGA;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOAO DO POLESINE;0;0;0;0;0;0;0;0;0;0;0;0
SAO JORGE;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO HERVAL;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO HORTENCIO;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO INHACORA;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO NORTE;0;0;0;0;0;0;0;2;0;1;0;0
SAO JOSE DO OURO;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DOS AUSENTES;0;0;0;0;0;0;0;0;0;0;0;0
SAO LEOPOLDO;4;1;2;5;1;2;4;5;4;7;6;5
SAO LOURENCO DO SUL;0;0;0;0;1;1;1;0;1;0;0;0
SAO LUIZ GONZAGA;1;0;1;0;0;0;0;0;0;1;0;0
SAO MARCOS;0;0;0;0;0;0;0;1;0;0;0;1
SAO MARTINHO;1;0;1;0;0;0;0;0;0;0;0;0
SAO MARTINHO DA SERRA;0;0;0;0;0;0;0;0;0;0;0;0
